core	model	corpus	opcode	mnemonic	addressing_mode	legal_nmos	cases_run	instruction_status	instruction_failed_opcode	instruction_failed_cases	cycle_count_status	cycle_count_failed_opcode	cycle_count_failed_cases	bus_trace_status	bus_trace_failed_opcode	bus_trace_failed_cases
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x7E	ROR	absolute,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x7F	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x80	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x81	STA	(zero page,X)	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x82	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x83	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x84	STY	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x85	STA	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x86	STX	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x87	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x88	DEY	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x89	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x8A	TXA	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x8B	???	illegal	no	10000	failed	1	5462	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x8C	STY	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x8D	STA	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x8E	STX	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x8F	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x90	BCC	relative	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x91	STA	(zero page),Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x92	???	illegal	no	10000	failed	1	10000	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x93	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x94	STY	zero page,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x95	STA	zero page,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x96	STX	zero page,Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x97	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x98	TYA	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x99	STA	absolute,Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x9A	TXS	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x9B	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x9C	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x9D	STA	absolute,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x9E	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0x9F	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xA0	LDY	immediate	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xA1	LDA	(zero page,X)	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xA2	LDX	immediate	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xA3	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xA4	LDY	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xA5	LDA	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xA6	LDX	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xA7	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xA8	TAY	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xA9	LDA	immediate	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xAA	TAX	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xAB	???	illegal	no	10000	failed	1	4322	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xAC	LDY	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xAD	LDA	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xAE	LDX	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xAF	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xB0	BCS	relative	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xB1	LDA	(zero page),Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xB2	???	illegal	no	10000	failed	1	10000	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xB3	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xB4	LDY	zero page,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xB5	LDA	zero page,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xB6	LDX	zero page,Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xB7	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xB8	CLV	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xB9	LDA	absolute,Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xBA	TSX	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xBB	???	illegal	no	10000	failed	1	10000	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xBC	LDY	absolute,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xBD	LDA	absolute,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xBE	LDX	absolute,Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xBF	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xC0	CPY	immediate	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xC1	CMP	(zero page,X)	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xC2	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xC3	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xC4	CPY	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xC5	CMP	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xC6	DEC	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xC7	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xC8	INY	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xC9	CMP	immediate	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xCA	DEX	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xCB	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xCC	CPY	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xCD	CMP	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xCE	DEC	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xCF	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xD0	BNE	relative	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xD1	CMP	(zero page),Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xD2	???	illegal	no	10000	failed	1	10000	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xD3	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xD4	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xD5	CMP	zero page,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xD6	DEC	zero page,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xD7	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xD8	CLD	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xD9	CMP	absolute,Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xDA	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xDB	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xDC	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xDD	CMP	absolute,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xDE	DEC	absolute,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xDF	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xE0	CPX	immediate	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xE1	SBC	(zero page,X)	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xE2	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xE3	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xE4	CPX	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xE5	SBC	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xE6	INC	zero page	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xE7	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xE8	INX	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xE9	SBC	immediate	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xEA	NOP	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xEB	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xEC	CPX	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xED	SBC	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xEE	INC	absolute	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xEF	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xF0	BEQ	relative	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xF1	SBC	(zero page),Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xF2	???	illegal	no	10000	failed	1	10000	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xF3	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xF4	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xF5	SBC	zero page,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xF6	INC	zero page,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xF7	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xF8	SED	implied	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xF9	SBC	absolute,Y	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xFA	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xFB	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xFC	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xFD	SBC	absolute,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xFE	INC	absolute,X	yes	10000	passed	0	0	passed	0	0	unsupported	0	0
mame	NMOS 6502	/Users/ndn/prv/cpp_prj/cpp-6502/tests/SingleStepTests/6502/v1	0xFF	???	illegal	no	10000	passed	0	0	passed	0	0	unsupported	0	0
